canal,nome_video,data_visualizacao,Ano,Mês,Dia,Dia da Semana,Parte do dia,hora
Rafael Laurindo,Consumindo API com Python e consultando endereço pelo CEPRafael Laurindo18 de abr. de 2021 02:21:13 BRT,2021-04-18 02:21:13,2021,Abril,18,Domingo,Madrugada,2
Programação Dinâmica,Extraindo tweets com Python | Análise de dados #15Programação Dinâmica18 de abr. de 2021 02:20:12 BRT,2021-04-18 02:20:12,2021,Abril,18,Domingo,Madrugada,2
Programação Dinâmica,RASPAGEM de DADOS com PYTHON usando BeautifulSoup | Python na Prática #9Programação Dinâmica18 de abr. de 2021 02:19:25 BRT,2021-04-18 02:19:25,2021,Abril,18,Domingo,Madrugada,2
Código Fonte TV,Aprenda a Usar APIs // Mão no Código #7Código Fonte TV18 de abr. de 2021 01:49:27 BRT,2021-04-18 01:49:27,2021,Abril,18,Domingo,Madrugada,1
Programação Dinâmica,Extraindo dados de COVID-19 no Brasil da API do Open DataSUSProgramação Dinâmica18 de abr. de 2021 01:00:24 BRT,2021-04-18 01:00:24,2021,Abril,18,Domingo,Madrugada,1
Otávio Miranda,Ambiente virtual Python no Windows (usando venv e VS Code)Otávio Miranda18 de abr. de 2021 00:10:07 BRT,2021-04-18 00:10:07,2021,Abril,18,Domingo,Madrugada,0
Gabriel Monteiro,FUI SOCORRIDO PELO CAVEIRÃO DA PM! OPERAÇÃO NA FAVELA!Gabriel Monteiro17 de abr. de 2021 23:33:20 BRT,2021-04-17 23:33:20,2021,Abril,17,Sábado,Madrugada,23
Rafael Chocolate,PEDINDO INFORMAÇÃO COM PEPINO NAS CALÇAS NO CABARÉRafael Chocolate17 de abr. de 2021 23:26:49 BRT,2021-04-17 23:26:49,2021,Abril,17,Sábado,Madrugada,23
MacMagazine,Vendeu o seu iPhone? O que fazer antes de entregá-lo ao novo donoMacMagazine17 de abr. de 2021 20:56:21 BRT,2021-04-17 20:56:21,2021,Abril,17,Sábado,Noite,20
Nas Daily,I Found The Real Life Tarzan!Nas Daily16 de abr. de 2021 22:55:51 BRT,2021-04-16 22:55:51,2021,Abril,16,Sexta-feira,Noite,22
Richard Rasmussen,OS CINCO MAIORES SUSTOS QUE JA TOMEI COM ANIMAIS SELVAGENS! | RICHARD RASMUSSENRichard Rasmussen16 de abr. de 2021 17:05:33 BRT,2021-04-16 17:05:33,2021,Abril,16,Sexta-feira,Tarde,17
A Casa Dos Bichos,GALERA DO FLOW PASSANDO TERROR EM CASA! | A CASA DOS BICHOSA Casa Dos Bichos16 de abr. de 2021 17:05:15 BRT,2021-04-16 17:05:15,2021,Abril,16,Sexta-feira,Tarde,17
vídeos legal,O cara com dinheiro e outra coisavídeos legal16 de abr. de 2021 17:04:42 BRT,2021-04-16 17:04:42,2021,Abril,16,Sexta-feira,Tarde,17
Cartoloucos,CHURRASCO COM JOGADORES DO RESENDE!Cartoloucos16 de abr. de 2021 16:49:29 BRT,2021-04-16 16:49:29,2021,Abril,16,Sexta-feira,Tarde,16
Rafael Chocolate,PEDINDO INFORMAÇÃO COM PEPINO NAS CALÇAS ÀS GAROTAS DE PROGRAMARafael Chocolate16 de abr. de 2021 16:46:07 BRT,2021-04-16 16:46:07,2021,Abril,16,Sexta-feira,Tarde,16
Mundo Muyloco,O MELHOR DE TULUMMundo Muyloco16 de abr. de 2021 16:40:45 BRT,2021-04-16 16:40:45,2021,Abril,16,Sexta-feira,Tarde,16
Gui Vialta - Dicas de Viagem,TULUM: Quanto custa viajar para Tulum no MéxicoGui Vialta - Dicas de Viagem16 de abr. de 2021 16:38:42 BRT,2021-04-16 16:38:42,2021,Abril,16,Sexta-feira,Tarde,16
Flow Podcast,LATINO - Flow Podcast #348Flow Podcast16 de abr. de 2021 15:39:05 BRT,2021-04-16 15:39:05,2021,Abril,16,Sexta-feira,Tarde,15
Destaque Rap,"Mano Brown desmascara Guina, ""Esse cara não existe, nunca existiu""Destaque Rap16 de abr. de 2021 12:03:07 BRT",2021-04-16 12:03:07,2021,Abril,16,Sexta-feira,Tarde,12
Cortes Podpah [OFICIAL],NÃO EXISTE GUINA E RACIONAIS NA MESMA FRASE !Cortes Podpah [OFICIAL]16 de abr. de 2021 11:57:07 BRT,2021-04-16 11:57:07,2021,Abril,16,Sexta-feira,Manhã,11
Rafael Chocolate,CICLISTA COM PEPINORafael Chocolate16 de abr. de 2021 11:43:58 BRT,2021-04-16 11:43:58,2021,Abril,16,Sexta-feira,Manhã,11
Rafael Scapella,"Aqui Brasileiro Pode Viver & Trabalhar Sem Visto, Mas...Rafael Scapella16 de abr. de 2021 11:42:01 BRT",2021-04-16 11:42:01,2021,Abril,16,Sexta-feira,Manhã,11
freekickerz,BALOTELLI vs. REUS vs. FABREGAS - evoPOWER CHALLENGE - Part 1/2freekickerz16 de abr. de 2021 11:41:33 BRT,2021-04-16 11:41:33,2021,Abril,16,Sexta-feira,Manhã,11
Balian,Aluguei um ESTADIO só pra fazer UM GOL e IR EMBORABalian16 de abr. de 2021 11:32:20 BRT,2021-04-16 11:32:20,2021,Abril,16,Sexta-feira,Manhã,11
felipe candidoblack Candido,Eu sendo atacado por um crocodilofelipe candidoblack Candido16 de abr. de 2021 11:31:51 BRT,2021-04-16 11:31:51,2021,Abril,16,Sexta-feira,Manhã,11
TV JC,Festinha do Airbnb: Felipe alugou a casa de Verônica e fez mais do que devia; ouça o áudio e entendaTV JC16 de abr. de 2021 10:00:36 BRT,2021-04-16 10:00:36,2021,Abril,16,Sexta-feira,Manhã,10
Ligados No Futebol,PÊNALTIS | Palmeiras x Defensa y Justicia | Melhores Momentos | Recopa 14/04/2021Ligados No Futebol15 de abr. de 2021 12:59:53 BRT,2021-04-15 12:59:53,2021,Abril,15,Quinta-feira,Tarde,12
LukeMockridgeTV,The Grid | Match 3 | CATCH! Die deutsche Meisterschaft im FangenLukeMockridgeTV15 de abr. de 2021 12:59:02 BRT,2021-04-15 12:59:02,2021,Abril,15,Quinta-feira,Tarde,12
MySpass Stand-up,1. Halbfinale: 1. FC Köln vs. HSV - Deutscher Eisfußball PokalMySpass Stand-up15 de abr. de 2021 01:22:21 BRT,2021-04-15 01:22:21,2021,Abril,15,Quinta-feira,Madrugada,1
UBERutando,💥APLICATIVO DE ENTREGA PAGANDO 2 REAIS O KM💥 ADEUS UBER💥UBERutando15 de abr. de 2021 01:12:09 BRT,2021-04-15 01:12:09,2021,Abril,15,Quinta-feira,Madrugada,1
Sessão Nerd,27 ERROS ABSURDOS em RAMBO que você NÃO percebeu! 🤦‍♂Sessão Nerd14 de abr. de 2021 23:34:51 BRT,2021-04-14 23:34:51,2021,Abril,14,Quarta-feira,Madrugada,23
UBERutando,💥APLICATIVO DE ENTREGA PAGANDO 2 REAIS O KM💥 ADEUS UBER💥UBERutando14 de abr. de 2021 23:16:42 BRT,2021-04-14 23:16:42,2021,Abril,14,Quarta-feira,Madrugada,23
Curso em Vídeo,Exercício Python #088 - Palpites para a Mega SenaCurso em Vídeo14 de abr. de 2021 12:55:38 BRT,2021-04-14 12:55:38,2021,Abril,14,Quarta-feira,Tarde,12
Eletrônica e Programação,Como fazer um gerador de números para loteria com pythonEletrônica e Programação14 de abr. de 2021 12:48:15 BRT,2021-04-14 12:48:15,2021,Abril,14,Quarta-feira,Tarde,12
Rafael Chocolate,CEGO COM PEPINO 4 - Pegadinha | Rafael ChocolateRafael Chocolate12 de abr. de 2021 19:44:38 BRT,2021-04-12 19:44:38,2021,Abril,12,Segunda-feira,Noite,19
Rafael Chocolate,DEJAVU 3 (PAI DE SANTO) - Pegadinha | Rafael ChocolateRafael Chocolate12 de abr. de 2021 19:42:54 BRT,2021-04-12 19:42:54,2021,Abril,12,Segunda-feira,Noite,19
Rafael Chocolate,VÁRIAS PESSOAS LEVANDO TOPADA NO MESMO LUGAR 3Rafael Chocolate12 de abr. de 2021 19:42:35 BRT,2021-04-12 19:42:35,2021,Abril,12,Segunda-feira,Noite,19
Rafael Chocolate,PEPINO NA PRAIA 5Rafael Chocolate12 de abr. de 2021 19:33:54 BRT,2021-04-12 19:33:54,2021,Abril,12,Segunda-feira,Noite,19
Rafael Chocolate,DEJAVU 4 (MENDIGO) - Pegadinha | Rafael ChocolateRafael Chocolate12 de abr. de 2021 19:25:36 BRT,2021-04-12 19:25:36,2021,Abril,12,Segunda-feira,Noite,19
The Noite com Danilo Gentili,The Noite (28/12/15) - Erros do The NoiteThe Noite com Danilo Gentili12 de abr. de 2021 19:25:01 BRT,2021-04-12 19:25:01,2021,Abril,12,Segunda-feira,Noite,19
JackieMT,"Funny Moments in Training #5 ● Neymar, C Ronaldo, Marcelo, AubameyangJackieMT12 de abr. de 2021 19:24:04 BRT",2021-04-12 19:24:04,2021,Abril,12,Segunda-feira,Noite,19
FC Bayern München,Lewandowski vs. Müller | Copy the Penalty ChallengeFC Bayern München12 de abr. de 2021 19:22:25 BRT,2021-04-12 19:22:25,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,ME VESTI DE MENDIGO E FUI ESCULACHADO NO SHOPPING LEBLON!Gabriel Monteiro12 de abr. de 2021 19:21:33 BRT,2021-04-12 19:21:33,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,"MALTRATOU OS ANIMAIS, FUI NA CASA DELE!Gabriel Monteiro12 de abr. de 2021 19:20:46 BRT",2021-04-12 19:20:46,2021,Abril,12,Segunda-feira,Noite,19
Richard Rasmussen,AS 5 PIORES MORDIDAS QUE EU JÁ TOMEI! | RICHARD RASMUSSENRichard Rasmussen12 de abr. de 2021 19:13:14 BRT,2021-04-12 19:13:14,2021,Abril,12,Segunda-feira,Noite,19
Vídeos 2016060416,DELEGADO DA CUNHA EM AÇÃOVídeos 201606041612 de abr. de 2021 19:12:27 BRT,2021-04-12 19:12:27,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,"VIERAM ROUBAR MEU CELULAR, FORAM PEGOS!Gabriel Monteiro12 de abr. de 2021 19:12:13 BRT",2021-04-12 19:12:13,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,SOQUEI A CARA DO POLICIAL !!!Gabriel Monteiro12 de abr. de 2021 19:11:52 BRT,2021-04-12 19:11:52,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,NEGÃO DA BL E MC POZE PROCURADOS?Gabriel Monteiro12 de abr. de 2021 19:09:02 BRT,2021-04-12 19:09:02,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,"ROUBARAM MEU SEGURANÇA, E SE DERAM MAL!Gabriel Monteiro12 de abr. de 2021 19:08:53 BRT",2021-04-12 19:08:53,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,TENTARAM ROUBAR O CEGO! FUI ATRÁS!Gabriel Monteiro12 de abr. de 2021 19:04:48 BRT,2021-04-12 19:04:48,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,ATIREI NELES DE DENTRO DO CARRO!!!!Gabriel Monteiro12 de abr. de 2021 19:04:39 BRT,2021-04-12 19:04:39,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,"VIERAM ATRÁS, TOMARAM NA CARA!Gabriel Monteiro12 de abr. de 2021 19:00:55 BRT",2021-04-12 19:00:55,2021,Abril,12,Segunda-feira,Noite,19
Gabriel Monteiro,Jojô Todynho x Gabriel MonteiroGabriel Monteiro12 de abr. de 2021 18:59:57 BRT,2021-04-12 18:59:57,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,"INVADI A CASA DO BLUEZAO, RESGATAMOS O CACHORRO!Gabriel Monteiro12 de abr. de 2021 18:56:37 BRT",2021-04-12 18:56:37,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,SAÍ NA PORR@DA COM VACILÃO!Gabriel Monteiro12 de abr. de 2021 18:56:05 BRT,2021-04-12 18:56:05,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,REAGIMOS NO TIRO! BALA COMEUGabriel Monteiro12 de abr. de 2021 18:55:39 BRT,2021-04-12 18:55:39,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,FUI ATACADO! FLAGREI LADRÃO DE MULHER! REAGIMOS!Gabriel Monteiro12 de abr. de 2021 18:54:51 BRT,2021-04-12 18:54:51,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,TENTARAM ME MATAR! FOMOS ATRÁS!Gabriel Monteiro12 de abr. de 2021 18:46:23 BRT,2021-04-12 18:46:23,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,ESTOREI O MAIOR CATIVEIRO DE ANIMAIS! POLÍCIA FICOU SURPREENDIDA! 18 CÃES SALVOS!Gabriel Monteiro12 de abr. de 2021 18:29:19 BRT,2021-04-12 18:29:19,2021,Abril,12,Segunda-feira,Madrugada,18
Gabriel Monteiro,FUI ATRÁS DOS LADRÕES! SE ARREPENDERAM!Gabriel Monteiro12 de abr. de 2021 18:05:24 BRT,2021-04-12 18:05:24,2021,Abril,12,Segunda-feira,Madrugada,18
Richard Rasmussen,AS CINCO COISAS MAIS ESTÚPIDAS QUE EU JA FIZ! | RICHARD RASMUSSENRichard Rasmussen12 de abr. de 2021 17:54:57 BRT,2021-04-12 17:54:57,2021,Abril,12,Segunda-feira,Tarde,17
Desimpedidos,A vergonha que o Fred passou com o Ibra!Desimpedidos12 de abr. de 2021 17:54:32 BRT,2021-04-12 17:54:32,2021,Abril,12,Segunda-feira,Tarde,17
Balian,Pedi a Marmita MAIS CARA do iFoodBalian12 de abr. de 2021 17:47:02 BRT,2021-04-12 17:47:02,2021,Abril,12,Segunda-feira,Tarde,17
TNT Sports Brasil,PEPE CONTA BASTIDORES DAS PROVOCAÇÕES DE CRISTIANO RONALDO - ENTREVISTA EXCLUSIVATNT Sports Brasil12 de abr. de 2021 17:46:15 BRT,2021-04-12 17:46:15,2021,Abril,12,Segunda-feira,Tarde,17
Mauricio Meirelles,O DIA EM QUE EU TROLLEI O SHARK TANKMauricio Meirelles12 de abr. de 2021 17:43:47 BRT,2021-04-12 17:43:47,2021,Abril,12,Segunda-feira,Tarde,17
Balian,Tentei VOAR com MIL BALÕES de GÁS HÉLIOBalian12 de abr. de 2021 17:38:20 BRT,2021-04-12 17:38:20,2021,Abril,12,Segunda-feira,Tarde,17
ILLUSIONIZE,Confesser Feat. MC GW - Pike (Illusionize Remix)ILLUSIONIZE12 de abr. de 2021 13:17:58 BRT,2021-04-12 13:17:58,2021,Abril,12,Segunda-feira,Tarde,13
Ligados No Futebol,Fluminense 3 x 1 Nova Iguaçu | Melhores Momentos | Carioca 10/04/2021Ligados No Futebol12 de abr. de 2021 01:04:17 BRT,2021-04-12 01:04:17,2021,Abril,12,Segunda-feira,Madrugada,1
Mega Resumão,Luiz Bacci do Cidade Alerta chegar comunicado..//Jornalista morre e o Brasil chora..//Leão Lobo..//Mega Resumão11 de abr. de 2021 23:16:09 BRT,2021-04-11 23:16:09,2021,Abril,11,Domingo,Madrugada,23
Canal 90,MOMENTOS VERGONHA ALHEIA! SÓ CLIMÃO! #2Canal 9011 de abr. de 2021 23:06:46 BRT,2021-04-11 23:06:46,2021,Abril,11,Domingo,Madrugada,23
Balian,Medi uma CIDADE usando uma Régua de 30cmBalian11 de abr. de 2021 22:56:00 BRT,2021-04-11 22:56:00,2021,Abril,11,Domingo,Noite,22
SeriadosTVbr,"Abertura de ""Round the Twist"" (A Família Twist)SeriadosTVbr11 de abr. de 2021 19:09:52 BRT",2021-04-11 19:09:52,2021,Abril,11,Domingo,Noite,19
Almir Rogerio,"COMO DESENTUPIR UM VASO SANITÁRIO EM MENOS DE 10 SEGUNDOS, SEM SAIR DO BANHEIRO,E SEM PASSA VERGONHAAlmir Rogerio11 de abr. de 2021 12:37:34 BRT",2021-04-11 12:37:34,2021,Abril,11,Domingo,Tarde,12
Marcelo Miranda,Como Desentupir o Vaso Sanitário FácilmenteMarcelo Miranda11 de abr. de 2021 12:35:36 BRT,2021-04-11 12:35:36,2021,Abril,11,Domingo,Tarde,12
Boutique de Garagem,"COMO DESENTUPIR VASO SANITÁRIO, COMO FAZER O DESENTUPIMENTO DE PRIVADA OU BACIA ENTUPIDABoutique de Garagem11 de abr. de 2021 12:33:43 BRT",2021-04-11 12:33:43,2021,Abril,11,Domingo,Tarde,12
Green Day,Green Day - Jesus Of Suburbia (Short Version) [Official Music Video]Green Day10 de abr. de 2021 19:35:10 BRT,2021-04-10 19:35:10,2021,Abril,10,Sábado,Noite,19
The Struts,The Struts - All Dressed Up (With Nowhere To Go) (Official Audio)The Struts10 de abr. de 2021 19:31:07 BRT,2021-04-10 19:31:07,2021,Abril,10,Sábado,Noite,19
journeyVEVO,Journey - Don't Stop Believin' (Official Audio)journeyVEVO10 de abr. de 2021 19:25:31 BRT,2021-04-10 19:25:31,2021,Abril,10,Sábado,Noite,19
journeyVEVO,Journey - Don’t Stop Believin’ (Escape Tour 1981: Live In Houston)journeyVEVO10 de abr. de 2021 19:24:55 BRT,2021-04-10 19:24:55,2021,Abril,10,Sábado,Noite,19
TOP,6 ATAQUES MAIS IMPRESSIONANTES DO MUNDO - CrocodiloTOP9 de abr. de 2021 20:34:14 BRT,2021-04-09 20:34:14,2021,Abril,9,Sexta-feira,Noite,20
Programa Pânico Lab,O DIA EM QUE O IMPOSTOR ENTREVISTOU MANO BROWN!Programa Pânico Lab9 de abr. de 2021 20:28:14 BRT,2021-04-09 20:28:14,2021,Abril,9,Sexta-feira,Noite,20
Julieti Antoniella Oficial,AFOFOU O PIU-PIU DO RODOLFO !!! kkkkk BBB21 memes bbb para rir engraçado bbb 2021Julieti Antoniella Oficial9 de abr. de 2021 20:27:19 BRT,2021-04-09 20:27:19,2021,Abril,9,Sexta-feira,Noite,20
Switcher,A HISTÓRIA DO 1˚ BIG BROTHER DO MUNDOSwitcher9 de abr. de 2021 20:16:11 BRT,2021-04-09 20:16:11,2021,Abril,9,Sexta-feira,Noite,20
s18Susanbbb,Apresentação BBB1s18Susanbbb9 de abr. de 2021 20:06:23 BRT,2021-04-09 20:06:23,2021,Abril,9,Sexta-feira,Noite,20
Canal 90,OS MAIORES BARRACOS DO BBB! #2Canal 909 de abr. de 2021 20:03:04 BRT,2021-04-09 20:03:04,2021,Abril,9,Sexta-feira,Noite,20
Canal 90,AS MAIORES PATADAS DA TV! #3Canal 909 de abr. de 2021 20:02:27 BRT,2021-04-09 20:02:27,2021,Abril,9,Sexta-feira,Noite,20
LANCE!,Neymar inova em chapéuLANCE!9 de abr. de 2021 20:00:59 BRT,2021-04-09 20:00:59,2021,Abril,9,Sexta-feira,Noite,20
JumentosFC,"Fifa proíbe 'paradão' no pênalti, mas a 'paradinha' ainda valeJumentosFC9 de abr. de 2021 20:00:07 BRT",2021-04-09 20:00:07,2021,Abril,9,Sexta-feira,Noite,20
TVMBPRESS,Neymar cria nova malandragem e é punidoTVMBPRESS9 de abr. de 2021 19:59:04 BRT,2021-04-09 19:59:04,2021,Abril,9,Sexta-feira,Noite,19
serialviewer,Penalti dois toques de Juan contra o SPFCserialviewer9 de abr. de 2021 19:58:40 BRT,2021-04-09 19:58:40,2021,Abril,9,Sexta-feira,Noite,19
Cartoloucos,TREINADOR ME DESAFIOU E DEITEI NOS JOGADORES DO RESENDE!Cartoloucos9 de abr. de 2021 19:48:53 BRT,2021-04-09 19:48:53,2021,Abril,9,Sexta-feira,Noite,19
24 Por 48 BBB,PRIOR COLOCA SÓ O BABU NO *VIP*24 Por 48 BBB9 de abr. de 2021 19:48:23 BRT,2021-04-09 19:48:23,2021,Abril,9,Sexta-feira,Noite,19
Mr Game Sounds,Star Wars- The Imperial March (Darth Vader's Theme)Mr Game Sounds9 de abr. de 2021 15:38:18 BRT,2021-04-09 15:38:18,2021,Abril,9,Sexta-feira,Tarde,15
Atendimento Online,Como inserir (ativar) um relógio (timer) na tela do ZOOMAtendimento Online9 de abr. de 2021 13:44:53 BRT,2021-04-09 13:44:53,2021,Abril,9,Sexta-feira,Tarde,13
whatthe_sec,"Using the ""requests"" module with Python - Python Basicswhatthe_sec8 de abr. de 2021 00:47:31 BRT",2021-04-08 00:47:31,2021,Abril,8,Quinta-feira,Madrugada,0
Roy Welborn,SWAPI   The Star Wars API   Google Chrome 2020 02 12 19 16 47Roy Welborn7 de abr. de 2021 23:55:06 BRT,2021-04-07 23:55:06,2021,Abril,7,Quarta-feira,Madrugada,23
Balian,Fiquei um dia no HOTEL Mais CARO de São PauloBalian7 de abr. de 2021 02:10:04 BRT,2021-04-07 02:10:04,2021,Abril,7,Quarta-feira,Madrugada,2
Balian,Fiquei um dia no HOTEL Mais BARATO de São PauloBalian7 de abr. de 2021 02:02:50 BRT,2021-04-07 02:02:50,2021,Abril,7,Quarta-feira,Madrugada,2
Programa Pânico Lab,O DIA EM QUE O PÂNICO FEZ UM BIG BROTHER FALSO E TROLLOU EX-PARTICIPANTES DO REALITYPrograma Pânico Lab7 de abr. de 2021 01:46:41 BRT,2021-04-07 01:46:41,2021,Abril,7,Quarta-feira,Madrugada,1
Desimpedidos,Jogamos artilheiro num campo oficial!Desimpedidos7 de abr. de 2021 01:31:09 BRT,2021-04-07 01:31:09,2021,Abril,7,Quarta-feira,Madrugada,1
Canal 90,OS MAIORES DEBOCHES DA TV! #3Canal 907 de abr. de 2021 01:25:46 BRT,2021-04-07 01:25:46,2021,Abril,7,Quarta-feira,Madrugada,1
Canal 90,OS MOMENTOS MAIS ABSURDOS DO SHARK TANK BRASIL!Canal 907 de abr. de 2021 01:16:52 BRT,2021-04-07 01:16:52,2021,Abril,7,Quarta-feira,Madrugada,1
Lê Notícias,Jovens amigos morrem em acidente de trânsitoLê Notícias7 de abr. de 2021 01:15:11 BRT,2021-04-07 01:15:11,2021,Abril,7,Quarta-feira,Madrugada,1
Fernando Godinho,Como trocar o fundo do vídeo no Zoom no iPhone e PCFernando Godinho5 de abr. de 2021 20:41:51 BRT,2021-04-05 20:41:51,2021,Abril,5,Segunda-feira,Noite,20
VideoZeus,How To Blur Background on Zoom MeetingVideoZeus5 de abr. de 2021 20:39:23 BRT,2021-04-05 20:39:23,2021,Abril,5,Segunda-feira,Noite,20
Pedro Inforecarga,como desfocar fundo zoom reuniõesPedro Inforecarga5 de abr. de 2021 20:37:37 BRT,2021-04-05 20:37:37,2021,Abril,5,Segunda-feira,Noite,20
Programa Eliana,"Eliana recebe os gêmeos Drew e Jonathan dos ""Irmãos à Obra"" | Programa Eliana (08/09/19)Programa Eliana5 de abr. de 2021 19:14:59 BRT",2021-04-05 19:14:59,2021,Abril,5,Segunda-feira,Noite,19
Discovery Home & Health Brasil,Teto desaba em cima de Drew! | Irmãos à Obra: O Duelo | Discovery H&H BrasilDiscovery Home & Health Brasil5 de abr. de 2021 19:14:13 BRT,2021-04-05 19:14:13,2021,Abril,5,Segunda-feira,Noite,19
Canal 90,AS MANSÕES ABANDONADAS DOS FAMOSOS! #4Canal 905 de abr. de 2021 19:03:57 BRT,2021-04-05 19:03:57,2021,Abril,5,Segunda-feira,Noite,19
Canal 90,ASSIM ESTÃO AS CASAS MAIS FAMOSAS DA TV HOJE EM DIA!Canal 905 de abr. de 2021 18:53:41 BRT,2021-04-05 18:53:41,2021,Abril,5,Segunda-feira,Madrugada,18
Y! NEWS,"EXPONDO ARMAÇÕES E CURIOSIDADES DE ""LARGADOS E PEL...""Y! NEWS5 de abr. de 2021 18:25:50 BRT",2021-04-05 18:25:50,2021,Abril,5,Segunda-feira,Madrugada,18
Televizona,VERDADES E MENTIRAS SOBRE O LARGADOS E PELADOS | TelevizonaTelevizona5 de abr. de 2021 18:22:59 BRT,2021-04-05 18:22:59,2021,Abril,5,Segunda-feira,Madrugada,18
Sobre Viver,15 Segredos de largados e pelados que a Discovery esconde a 7 chavesSobre Viver5 de abr. de 2021 17:58:16 BRT,2021-04-05 17:58:16,2021,Abril,5,Segunda-feira,Tarde,17
Jéssica Stuque,Catica Fonseca revela os bastidores do Melhor da TardeJéssica Stuque5 de abr. de 2021 17:57:51 BRT,2021-04-05 17:57:51,2021,Abril,5,Segunda-feira,Tarde,17
Canal 90,AS APARÊNCIAS ENGANAM! PESSOAS QUE CHOCARAM JURADOS! #2Canal 905 de abr. de 2021 17:57:49 BRT,2021-04-05 17:57:49,2021,Abril,5,Segunda-feira,Tarde,17
Jéssica Stuque,Largados e Pelados: Conheça os bastidores das gravações com Paloma TocciJéssica Stuque5 de abr. de 2021 17:55:20 BRT,2021-04-05 17:55:20,2021,Abril,5,Segunda-feira,Tarde,17
Silvia Cristina Peruíbe,#Bastidores da gravação de #largados e pelados em Peruíbe litoral sul de São PauloSilvia Cristina Peruíbe5 de abr. de 2021 17:53:29 BRT,2021-04-05 17:53:29,2021,Abril,5,Segunda-feira,Tarde,17
Matemática em Foco Oficial,HIDRÔMETRO é matemática? Aprenda a fazer a leitura!Matemática em Foco Oficial5 de abr. de 2021 12:22:44 BRT,2021-04-05 12:22:44,2021,Abril,5,Segunda-feira,Tarde,12
Solyd Offensive Security,Aula 12 - Requisições Web - Python Básico SolydSolyd Offensive Security4 de abr. de 2021 21:40:22 BRT,2021-04-04 21:40:22,2021,Abril,4,Domingo,Noite,21
whatthe_sec,"Using the ""requests"" module with Python - Python Basicswhatthe_sec4 de abr. de 2021 20:04:13 BRT",2021-04-04 20:04:13,2021,Abril,4,Domingo,Noite,20
Filipe Deschamps,Descobri Como Consertar o Meu Maior ProblemaFilipe Deschamps4 de abr. de 2021 01:40:32 BRT,2021-04-04 01:40:32,2021,Abril,4,Domingo,Madrugada,1
Rafael Laurindo,Consumindo API com Python e consultando endereço pelo CEPRafael Laurindo4 de abr. de 2021 01:37:03 BRT,2021-04-04 01:37:03,2021,Abril,4,Domingo,Madrugada,1
Código Fonte TV,O CONSELHO QUE QUERIA TER RECEBIDO QUANDO COMECEI A PROGRAMAR (feat. Youtubers Dev) // Vlog #134Código Fonte TV4 de abr. de 2021 01:35:42 BRT,2021-04-04 01:35:42,2021,Abril,4,Domingo,Madrugada,1
Código Fonte TV,JSON // Dicionário do ProgramadorCódigo Fonte TV4 de abr. de 2021 01:32:01 BRT,2021-04-04 01:32:01,2021,Abril,4,Domingo,Madrugada,1
Gary Jennings,Working with the StarWars API - Part 1Gary Jennings4 de abr. de 2021 01:09:22 BRT,2021-04-04 01:09:22,2021,Abril,4,Domingo,Madrugada,1
Gary Jennings,Working with the StarWars API - Part 2Gary Jennings4 de abr. de 2021 01:08:53 BRT,2021-04-04 01:08:53,2021,Abril,4,Domingo,Madrugada,1
Jason Rivera,Build a ReactJS app with the Star Wars APIJason Rivera4 de abr. de 2021 01:06:46 BRT,2021-04-04 01:06:46,2021,Abril,4,Domingo,Madrugada,1
Técnicas de Invasão,Desafio Hacker - Mr. Robot CTFTécnicas de Invasão4 de abr. de 2021 01:06:34 BRT,2021-04-04 01:06:34,2021,Abril,4,Domingo,Madrugada,1
Ignorância Zero,Aulas Python - 134 - Arquivos csvIgnorância Zero4 de abr. de 2021 01:00:24 BRT,2021-04-04 01:00:24,2021,Abril,4,Domingo,Madrugada,1
Canal Formação Docente,O que é um arquivo CSV?Canal Formação Docente4 de abr. de 2021 00:55:25 BRT,2021-04-04 00:55:25,2021,Abril,4,Domingo,Madrugada,0
